B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,NDWI,NDVI,output1
0.0595,0.0243,0.0395,0.0287,0.099,0.1741,0.1986,0.1616,0.2109,0.1873,0.1649,0.122,-0.60716057,0.698371,0
0.0595,0.0329,0.0469,0.0455,0.1054,0.1807,0.2195,0.1958,0.2243,0.1873,0.1758,0.1206,-0.61351466,0.6228761,0
0.0595,0.0571,0.0653,0.103,0.1054,0.1807,0.2195,0.2176,0.2243,0.1873,0.1758,0.1206,-0.5383528,0.35745478,0
0.0595,0.1078,0.0805,0.0836,0.0673,0.1098,0.1301,0.1788,0.1622,0.1873,0.1491,0.1088,-0.37909758,0.3628049,0
0.0595,0.0944,0.0636,0.0524,0.0673,0.1098,0.1301,0.1351,0.1622,0.1873,0.1491,0.1088,-0.35983896,0.44106668,0
0.0627,0.0409,0.043,0.0362,0.0673,0.1098,0.1301,0.1159,0.1622,0.1555,0.1491,0.1088,-0.4587791,0.52399737,0
0.0627,0.0409,0.0493,0.0463,0.0673,0.1098,0.1301,0.1688,0.1622,0.1555,0.1491,0.1088,-0.5479138,0.56950253,0
0.0627,0.08,0.0914,0.0995,0.0961,0.1446,0.1433,0.2045,0.1828,0.1555,0.179,0.1525,-0.38222376,0.34539473,0
0.0627,0.0969,0.1092,0.1254,0.0961,0.1446,0.1433,0.162,0.1828,0.1555,0.179,0.1525,-0.19469026,0.12734862,0
0.0627,0.0969,0.1092,0.1254,0.1091,0.1093,0.1186,0.162,0.1277,0.1555,0.1617,0.1303,-0.19469026,0.12734862,0
0.0627,0.0557,0.0672,0.0786,0.1091,0.1093,0.1186,0.1036,0.1277,0.1555,0.1617,0.1303,-0.21311478,0.13721189,0
0.066,0.0475,0.0509,0.0503,0.0699,0.0851,0.0904,0.0741,0.1014,0.1565,0.1259,0.1033,-0.18560001,0.19131836,0
0.066,0.0379,0.044,0.0516,0.0699,0.0851,0.0904,0.0982,0.1014,0.1565,0.1259,0.1033,-0.38115332,0.31108144,0
0.066,0.0366,0.0478,0.0471,0.1033,0.1558,0.1577,0.1652,0.1846,0.1565,0.1587,0.1181,-0.5511737,0.55628824,0
0.066,0.0474,0.0684,0.0667,0.1033,0.1558,0.1577,0.2031,0.1846,0.1565,0.1587,0.1181,-0.49613258,0.5055597,0
0.066,0.0831,0.1042,0.1016,0.1075,0.1787,0.1883,0.242,0.2251,0.1565,0.1922,0.1475,-0.39803582,0.40861467,0
0.066,0.0974,0.113,0.1192,0.1075,0.1787,0.1883,0.2229,0.2251,0.1565,0.1922,0.1475,-0.3271807,0.30312777,0
0.0795,0.0837,0.0772,0.0743,0.1036,0.1405,0.1711,0.1891,0.1884,0.1586,0.1893,0.1603,-0.42020276,0.43583903,0
0.0795,0.0837,0.0772,0.0743,0.1036,0.1405,0.1711,0.1891,0.1884,0.1586,0.1893,0.1603,-0.42020276,0.43583903,0
0.0795,0.0884,0.0907,0.0949,0.1321,0.1366,0.1459,0.1798,0.156,0.1586,0.1827,0.161,-0.32939002,0.30906445,0
0.0795,0.0913,0.1078,0.1166,0.1321,0.1366,0.1459,0.1548,0.156,0.1586,0.1827,0.161,-0.17897943,0.14075166,0
0.0795,0.1146,0.1278,0.1398,0.1362,0.1538,0.1635,0.1649,0.1705,0.1586,0.1858,0.1669,-0.12675095,0.08237613,0
0.0795,0.114,0.1144,0.12,0.1362,0.1538,0.1635,0.1455,0.1705,0.1586,0.1858,0.1669,-0.11966143,0.096045226,0
0.0841,0.105,0.1148,0.1346,0.1362,0.1538,0.1635,0.1636,0.1705,0.1638,0.1858,0.1669,-0.17528735,0.09725016,0
0.0841,0.1026,0.1262,0.1202,0.1362,0.1538,0.1635,0.1556,0.1705,0.1638,0.1858,0.1669,-0.10432928,0.12835386,0
0.0841,0.0863,0.1058,0.1058,0.1344,0.1363,0.1827,0.1341,0.1636,0.1638,0.2095,0.18,-0.117965825,0.117965825,0
0.0841,0.0892,0.0884,0.0979,0.1344,0.1363,0.1827,0.1155,0.1636,0.1638,0.2095,0.18,-0.13290831,0.082474224,0
0.0841,0.0892,0.0884,0.0979,0.0946,0.0978,0.1112,0.1155,0.1137,0.1638,0.178,0.1619,-0.13290831,0.082474224,0
0.0841,0.0628,0.0708,0.0708,0.0946,0.0978,0.1112,0.0902,0.1137,0.1638,0.178,0.1619,-0.1204969,0.1204969,0
0.0879,0.0797,0.0878,0.0998,0.1119,0.1177,0.1221,0.1262,0.1334,0.1959,0.1835,0.1574,-0.17943925,0.11681419,0
0.0879,0.0849,0.0877,0.101,0.1119,0.1177,0.1221,0.1344,0.1334,0.1959,0.1835,0.1574,-0.21026562,0.14188612,0
0.0879,0.1338,0.1576,0.1926,0.2179,0.2286,0.2284,0.209,0.2432,0.1959,0.2559,0.2277,-0.14020732,0.040836677,0
0.0879,0.1514,0.194,0.2092,0.2179,0.2286,0.2284,0.2618,0.2432,0.1959,0.2559,0.2277,-0.14874943,0.11167728,0
0.0879,0.1068,0.1416,0.1672,0.1849,0.193,0.1986,0.221,0.2096,0.1959,0.2623,0.2392,-0.21897408,0.13858835,0
0.0879,0.1034,0.1214,0.1394,0.1849,0.193,0.1986,0.1895,0.2096,0.1959,0.2623,0.2392,-0.21904151,0.15232593,0
0.0772,0.1044,0.138,0.1664,0.1709,0.1854,0.1913,0.2108,0.1926,0.1889,0.2236,0.2178,-0.20871562,0.11770945,0
0.0772,0.1044,0.138,0.1664,0.1709,0.1854,0.1913,0.2108,0.1926,0.1889,0.2236,0.2178,-0.20871562,0.11770945,0
0.0772,0.0976,0.1392,0.1426,0.1334,0.1278,0.141,0.1878,0.1468,0.1889,0.1996,0.1794,-0.14862385,0.13680388,0
0.0772,0.0843,0.1152,0.1058,0.1334,0.1278,0.141,0.1298,0.1468,0.1889,0.1996,0.1794,-0.05959187,0.10186759,0
0.0772,0.0854,0.1092,0.1148,0.1306,0.1814,0.2112,0.1533,0.2258,0.1889,0.1846,0.1514,-0.168,0.14360315,0
0.0772,0.0653,0.0911,0.0941,0.1306,0.1814,0.2112,0.1889,0.2258,0.1889,0.1846,0.1514,-0.3492857,0.33498234,0
0.0772,0.0513,0.0805,0.0646,0.1306,0.1814,0.2112,0.2977,0.2258,0.1889,0.1846,0.1514,-0.5742993,0.64338946,0
0.0772,0.0438,0.0787,0.0511,0.1306,0.1814,0.2112,0.315,0.2258,0.1889,0.1846,0.1514,-0.6002032,0.7208413,0
0.0772,0.0335,0.0602,0.0349,0.0935,0.2023,0.2043,0.2258,0.2164,0.1889,0.1498,0.098,-0.579021,0.73225933,0
0.0772,0.0266,0.0442,0.0342,0.0935,0.2023,0.2043,0.1409,0.2164,0.1889,0.1498,0.098,-0.52242035,0.60936606,0
0.0772,0.0266,0.0442,0.0342,0.1026,0.2256,0.2593,0.1409,0.2413,0.1889,0.1423,0.0891,-0.52242035,0.60936606,0
0.0772,0.0374,0.0733,0.0489,0.1026,0.2256,0.2593,0.2625,0.2413,0.1889,0.1423,0.0891,-0.5634306,0.6859345,0
0.0519,0.0462,0.0822,0.0551,0.1172,0.2605,0.2734,0.3408,0.2833,0.1926,0.1641,0.0929,-0.6113475,0.72164685,0
0.0519,0.0431,0.0824,0.0533,0.1172,0.2605,0.2734,0.3003,0.2833,0.1926,0.1641,0.0929,-0.5693755,0.6985294,0
0.0519,0.0314,0.0523,0.0434,0.1125,0.2173,0.2398,0.1941,0.2358,0.1926,0.1581,0.0983,-0.575487,0.6345263,0
0.0519,0.0447,0.0662,0.061,0.1125,0.2173,0.2398,0.2313,0.2358,0.1926,0.1581,0.0983,-0.554958,0.58262056,0
0.0519,0.0358,0.0565,0.0468,0.0846,0.1819,0.2072,0.1942,0.2187,0.1926,0.1368,0.0733,-0.54926205,0.6116183,0
0.025,0.0265,0.0381,0.0321,0.0702,0.1747,0.2055,0.1928,0.2311,0.1819,0.1402,0.0722,-0.669987,0.7145398,0
0.025,0.0316,0.0512,0.0347,0.0702,0.1747,0.2055,0.2596,0.2311,0.1819,0.1402,0.0722,-0.6705277,0.7641862,0
0.025,0.0319,0.0521,0.0352,0.0731,0.1632,0.1916,0.2589,0.2056,0.1819,0.1458,0.0762,-0.66495174,0.7606256,0
0.025,0.0261,0.04,0.0314,0.0731,0.1632,0.1916,0.1647,0.2056,0.1819,0.1458,0.0762,-0.6091842,0.6797552,0
0.025,0.028,0.0472,0.0483,0.0725,0.1076,0.1372,0.144,0.1481,0.1819,0.1572,0.1009,-0.50627613,0.49765986,0
0.025,0.0438,0.0654,0.0678,0.0725,0.1076,0.1372,0.171,0.1481,0.1819,0.1572,0.1009,-0.44670054,0.43216082,0
0.0254,0.0369,0.0513,0.0582,0.079,0.1084,0.1249,0.1427,0.1333,0.174,0.1864,0.1232,-0.47113404,0.42060727,0
0.0254,0.0369,0.0513,0.0582,0.079,0.1084,0.1249,0.1427,0.1333,0.174,0.1864,0.1232,-0.47113404,0.42060727,0
0.0254,0.0351,0.0444,0.0541,0.08,0.1175,0.1365,0.131,0.1514,0.174,0.1994,0.1286,-0.4937286,0.4154511,0
0.0254,0.0354,0.0458,0.0548,0.08,0.1175,0.1365,0.1282,0.1514,0.174,0.1994,0.1286,-0.4735632,0.4010929,0
0.0254,0.0334,0.0459,0.0513,0.0822,0.1434,0.1599,0.1654,0.1917,0.174,0.1772,0.109,-0.56554663,0.5265344,0
0.0254,0.0365,0.051,0.0517,0.0822,0.1434,0.1599,0.2178,0.1917,0.174,0.1772,0.109,-0.62053573,0.6163266,0
0.0255,0.0352,0.0536,0.055,0.0822,0.1434,0.1599,0.206,0.1917,0.199,0.1772,0.109,-0.587057,0.5785441,0
0.0255,0.0315,0.0507,0.0521,0.0822,0.1434,0.1599,0.1855,0.1917,0.199,0.1772,0.109,-0.5707028,0.5614478,0
0.0255,0.0384,0.0543,0.0595,0.0837,0.1416,0.1591,0.1588,0.195,0.199,0.1898,0.1186,-0.49038014,0.4548786,0
0.0255,0.0344,0.0497,0.0521,0.0837,0.1416,0.1591,0.1668,0.195,0.199,0.1898,0.1186,-0.54087764,0.5239836,0
0.0255,0.0344,0.0497,0.0521,0.0861,0.1601,0.1769,0.1668,0.2109,0.199,0.1817,0.1141,-0.54087764,0.5239836,0
0.0255,0.03,0.0567,0.0439,0.0861,0.1601,0.1769,0.2047,0.2109,0.199,0.1817,0.1141,-0.5661821,0.64682215,0
0.0248,0.0301,0.056,0.0371,0.0852,0.1815,0.2056,0.2237,0.2329,0.2405,0.1502,0.0796,-0.599571,0.7154908,0
0.0248,0.0264,0.0489,0.0315,0.0852,0.1815,0.2056,0.2148,0.2329,0.2405,0.1502,0.0796,-0.629124,0.74421436,0
0.0248,0.0271,0.0448,0.0329,0.0748,0.1924,0.2104,0.233,0.2337,0.2405,0.123,0.06,-0.6774658,0.7525385,0
0.0248,0.0287,0.0556,0.0323,0.0748,0.1924,0.2104,0.2832,0.2337,0.2405,0.123,0.06,-0.6717828,0.79524565,0
0.0248,0.0228,0.044,0.0283,0.0902,0.2089,0.2457,0.224,0.2657,0.2405,0.1587,0.0822,-0.6716418,0.7756639,0
0.0248,0.0302,0.0493,0.0366,0.0902,0.2089,0.2457,0.2596,0.2657,0.2405,0.1587,0.0822,-0.6808029,0.75286967,0
0.0284,0.0414,0.0602,0.0624,0.0983,0.1826,0.2013,0.2062,0.2336,0.2328,0.1965,0.1216,-0.5480481,0.5353686,0
0.0284,0.0414,0.0602,0.0624,0.0983,0.1826,0.2013,0.2062,0.2336,0.2328,0.1965,0.1216,-0.5480481,0.5353686,0
0.0284,0.0444,0.0609,0.0682,0.0995,0.169,0.186,0.1654,0.2166,0.2328,0.2027,0.1302,-0.4617764,0.41609588,0
0.0284,0.0439,0.0622,0.0655,0.0995,0.169,0.186,0.1764,0.2166,0.2328,0.2027,0.1302,-0.47862533,0.45845392,0
0.0284,0.0462,0.0686,0.0765,0.0914,0.175,0.1986,0.1926,0.2272,0.2328,0.189,0.1194,-0.474732,0.43143812,0
0.0284,0.0462,0.0675,0.0707,0.0914,0.175,0.1986,0.1998,0.2272,0.2328,0.189,0.1194,-0.4949495,0.47726434,0
0.0284,0.0393,0.0592,0.0593,0.0914,0.175,0.1986,0.2386,0.2272,0.2328,0.189,0.1194,-0.6024177,0.60187984,0
0.0284,0.0362,0.055,0.0488,0.0914,0.175,0.1986,0.2442,0.2272,0.2328,0.189,0.1194,-0.63235295,0.6668942,0
0.0284,0.0399,0.0613,0.0558,0.0884,0.1888,0.2155,0.2263,0.2375,0.2328,0.167,0.0967,-0.5737135,0.6043956,0
0.0284,0.0417,0.0663,0.0573,0.0884,0.1888,0.2155,0.236,0.2375,0.2328,0.167,0.0967,-0.5613629,0.6092738,0
0.0284,0.0417,0.0663,0.0573,0.0958,0.2176,0.2471,0.236,0.2725,0.2328,0.1811,0.1076,-0.5613629,0.6092738,0
0.0284,0.0426,0.0612,0.0554,0.0958,0.2176,0.2471,0.2646,0.2725,0.2328,0.1811,0.1076,-0.6243094,0.65375,0
0.039,0.0364,0.0579,0.0476,0.0919,0.2391,0.2642,0.314,0.3005,0.2284,0.1756,0.1022,-0.688626,0.7367257,0
0.039,0.0379,0.0618,0.0488,0.0919,0.2391,0.2642,0.3001,0.3005,0.2284,0.1756,0.1022,-0.6584692,0.72026366,0
0.039,0.053,0.0711,0.0654,0.0964,0.1792,0.2076,0.2548,0.2237,0.2284,0.1642,0.1119,-0.56366986,0.5915053,0
0.039,0.0631,0.0763,0.0781,0.0964,0.1792,0.2076,0.1699,0.2237,0.2284,0.1642,0.1119,-0.3801787,0.37016127,0
0.039,0.0524,0.059,0.0587,0.0753,0.107,0.1175,0.1116,0.1331,0.2284,0.1308,0.0931,-0.30832356,0.3106283,0
0.039,0.0352,0.0382,0.0435,0.0753,0.107,0.1175,0.0752,0.1331,0.2284,0.1308,0.0931,-0.32627866,0.26705983,0
0.0595,0.0253,0.0435,0.039,0.0675,0.1199,0.1297,0.1176,0.1393,0.1873,0.1202,0.0826,-0.4599628,0.5019157,0
0.0595,0.0253,0.0435,0.039,0.0675,0.1199,0.1297,0.1176,0.1393,0.1873,0.1202,0.0826,-0.4599628,0.5019157,0
0.0595,0.0226,0.0334,0.0277,0.0834,0.1003,0.1162,0.1046,0.1239,0.1873,0.1473,0.1205,-0.51594204,0.5812547,0
0.0595,0.0325,0.0449,0.0489,0.0834,0.1003,0.1162,0.1418,0.1239,0.1873,0.1473,0.1205,-0.5190145,0.4871526,0
0.0595,0.0728,0.0914,0.0831,0.0906,0.1306,0.1676,0.1682,0.1629,0.1873,0.176,0.1311,-0.29583976,0.33863908,0
0.0595,0.0905,0.0792,0.0809,0.0906,0.1306,0.1676,0.1478,0.1629,0.1873,0.176,0.1311,-0.30220264,0.29252297,0
0.0627,0.0723,0.0662,0.0596,0.0906,0.1306,0.1676,0.1166,0.1629,0.1555,0.176,0.1311,-0.27571115,0.32349604,0
0.0627,0.0744,0.0763,0.0805,0.0906,0.1306,0.1676,0.118,0.1629,0.1555,0.176,0.1311,-0.21461655,0.18891688,0
0.0627,0.0915,0.112,0.1164,0.1256,0.1533,0.1724,0.1656,0.182,0.1555,0.1919,0.1771,-0.19308357,0.17446807,0
0.0627,0.0789,0.1001,0.108,0.1256,0.1533,0.1724,0.1423,0.182,0.1555,0.1919,0.1771,-0.17409238,0.13703553,0
0.0627,0.0789,0.1001,0.108,0.1102,0.1125,0.111,0.1423,0.1224,0.1555,0.1526,0.1215,-0.17409238,0.13703553,0
0.0627,0.0455,0.0574,0.0536,0.1102,0.1125,0.111,0.0787,0.1224,0.1555,0.1526,0.1215,-0.15650257,0.18972033,0
0.066,0.0454,0.0473,0.0465,0.1163,0.1251,0.1295,0.0626,0.1343,0.1565,0.1626,0.1496,-0.13921748,0.14757104,0
0.066,0.0684,0.0742,0.0941,0.1163,0.1251,0.1295,0.1085,0.1343,0.1565,0.1626,0.1496,-0.18773946,0.071076006,0
0.066,0.0556,0.0642,0.0755,0.1766,0.1733,0.1876,0.1274,0.167,0.1565,0.2157,0.1976,-0.32985386,0.25579104,0
0.066,0.0311,0.0385,0.036,0.1766,0.1733,0.1876,0.1055,0.167,0.1565,0.2157,0.1976,-0.46527776,0.49116609,0
0.066,0.0379,0.0617,0.048,0.1299,0.1624,0.1759,0.2038,0.1726,0.1565,0.2079,0.175,-0.53521657,0.618745,0
0.066,0.0579,0.0889,0.0772,0.1299,0.1624,0.1759,0.2601,0.1726,0.1565,0.2079,0.175,-0.49054444,0.54224724,0
0.0795,0.0762,0.0915,0.0911,0.0999,0.1304,0.1403,0.1885,0.1538,0.1586,0.1734,0.1488,-0.34642857,0.3483548,0
0.0795,0.0762,0.0915,0.0911,0.0999,0.1304,0.1403,0.1885,0.1538,0.1586,0.1734,0.1488,-0.34642857,0.3483548,0
0.0795,0.0799,0.1005,0.1036,0.1203,0.1329,0.135,0.1522,0.1407,0.1586,0.1739,0.15,-0.20459041,0.18999216,0
0.0795,0.0813,0.0958,0.1006,0.1203,0.1329,0.135,0.1432,0.1407,0.1586,0.1739,0.15,-0.19832635,0.17473339,0
0.0795,0.0897,0.1178,0.121,0.1352,0.1506,0.1839,0.1754,0.2042,0.1586,0.2112,0.1964,-0.19645296,0.18353577,0
0.0795,0.105,0.1382,0.1164,0.1352,0.1506,0.1839,0.1729,0.2042,0.1586,0.2112,0.1964,-0.111539714,0.195299,0
0.0841,0.0932,0.109,0.1262,0.1352,0.1506,0.1839,0.161,0.2042,0.1638,0.2112,0.1964,-0.1925926,0.12116989,0
0.0841,0.1324,0.134,0.1286,0.1352,0.1506,0.1839,0.197,0.2042,0.1638,0.2112,0.1964,-0.19033231,0.2100737,0
0.0841,0.2092,0.1302,0.1082,0.1227,0.1299,0.2079,0.324,0.2439,0.1638,0.2858,0.2427,-0.4266843,0.49930587,0
0.0841,0.1154,0.1084,0.102,0.1227,0.1299,0.2079,0.1551,0.2439,0.1638,0.2858,0.2427,-0.1772296,0.20653445,0
0.0841,0.1154,0.1084,0.102,0.1088,0.1238,0.1484,0.1551,0.1706,0.1638,0.2073,0.1969,-0.1772296,0.20653445,0
0.0841,0.0721,0.0795,0.0879,0.1088,0.1238,0.1484,0.1148,0.1706,0.1638,0.2073,0.1969,-0.18167783,0.13270845,0
0.0879,0.0798,0.0931,0.0957,0.1193,0.1291,0.1333,0.1412,0.1573,0.1959,0.1937,0.1693,-0.2052924,0.19206417,0
0.0879,0.0859,0.1104,0.1112,0.1193,0.1291,0.1333,0.1466,0.1573,0.1959,0.1937,0.1693,-0.14085601,0.13731574,0
0.0879,0.0912,0.1194,0.126,0.165,0.1614,0.1744,0.1536,0.1795,0.1959,0.2479,0.2145,-0.12527473,0.09871246,0
0.0879,0.1088,0.1462,0.1694,0.165,0.1614,0.1744,0.2135,0.1795,0.1959,0.2479,0.2145,-0.18710034,0.11517364,0
0.0879,0.1136,0.1488,0.1742,0.178,0.1977,0.2008,0.2217,0.2084,0.1959,0.2524,0.249,-0.19676113,0.11997979,0
0.0879,0.1146,0.1288,0.147,0.178,0.1977,0.2008,0.1876,0.2084,0.1959,0.2524,0.249,-0.1858407,0.12133892,0
0.0772,0.1232,0.1536,0.1874,0.1766,0.1863,0.1943,0.2244,0.1987,0.1889,0.2198,0.2042,-0.18730156,0.08984944,0
0.0772,0.1232,0.1536,0.1874,0.1766,0.1863,0.1943,0.2244,0.1987,0.1889,0.2198,0.2042,-0.18730156,0.08984944,0
0.0772,0.1084,0.1248,0.1378,0.105,0.1155,0.1143,0.189,0.1184,0.1889,0.1704,0.1451,-0.2045889,0.15667076,0
0.0772,0.0687,0.0777,0.0909,0.105,0.1155,0.1143,0.1185,0.1184,0.1889,0.1704,0.1451,-0.2079511,0.13180518,0
0.0772,0.058,0.0782,0.0812,0.1414,0.2084,0.2065,0.1104,0.2053,0.1889,0.1729,0.1376,-0.17073172,0.1524008,0
0.0772,0.0863,0.114,0.1154,0.1414,0.2084,0.2065,0.1839,0.2053,0.1889,0.1729,0.1376,-0.23464249,0.22886735,0
0.0772,0.0691,0.1084,0.0833,0.1414,0.2084,0.2065,0.2574,0.2053,0.1889,0.1729,0.1376,-0.4073264,0.5110068,0
0.0772,0.0289,0.0547,0.0331,0.1414,0.2084,0.2065,0.1864,0.2053,0.1889,0.1729,0.1376,-0.54624635,0.69840544,0
0.0772,0.0293,0.0462,0.0369,0.0943,0.1312,0.1406,0.099,0.1508,0.1889,0.1522,0.1149,-0.36363637,0.45695364,0
0.0772,0.0437,0.0573,0.0594,0.0943,0.1312,0.1406,0.1125,0.1508,0.1889,0.1522,0.1149,-0.32508832,0.3089005,0
0.0772,0.0437,0.0573,0.0594,0.0912,0.1426,0.1418,0.1125,0.1683,0.1889,0.141,0.1135,-0.32508832,0.3089005,0
0.0772,0.0591,0.0781,0.0726,0.0912,0.1426,0.1418,0.2032,0.1683,0.1889,0.141,0.1135,-0.44472092,0.47353154,0
0.0519,0.0447,0.0786,0.0515,0.1122,0.2371,0.2596,0.3253,0.2769,0.1926,0.172,0.1061,-0.6107948,0.72664547,0
0.0519,0.0423,0.083,0.059,0.1122,0.2371,0.2596,0.3141,0.2769,0.1926,0.172,0.1061,-0.58196926,0.6837309,0
0.0519,0.0565,0.0752,0.089,0.1289,0.1963,0.2187,0.2239,0.2457,0.1926,0.1901,0.1349,-0.49715817,0.43112814,0
0.0519,0.0621,0.0913,0.1022,0.1289,0.1963,0.2187,0.2397,0.2457,0.1926,0.1901,0.1349,-0.44833836,0.40216437,0
0.0519,0.0487,0.0654,0.0709,0.0929,0.1498,0.1762,0.1932,0.1931,0.1926,0.1703,0.1128,-0.49419957,0.46308216,0
0.0185,0.0224,0.0386,0.0213,0.0577,0.1659,0.2093,0.2247,0.2261,0.2394,0.1229,0.057,-0.7067983,0.82682925,0
0.0185,0.0261,0.0472,0.0262,0.0699,0.1742,0.2133,0.2697,0.2357,0.2394,0.1285,0.056,-0.7021142,0.8229131,0
0.0185,0.0315,0.0509,0.0309,0.0699,0.1742,0.2133,0.2807,0.2357,0.2394,0.1285,0.056,-0.6930036,0.8016688,0
0.0185,0.0291,0.0525,0.0337,0.0755,0.1922,0.2311,0.2912,0.2741,0.2394,0.1407,0.0664,-0.69450104,0.7925516,0
0.0185,0.0247,0.0502,0.0366,0.0755,0.1922,0.2311,0.2618,0.2741,0.2394,0.1407,0.0664,-0.67820513,0.75469166,0
0.0227,0.0247,0.0502,0.0366,0.0841,0.1911,0.225,0.2618,0.2476,0.2591,0.1676,0.0858,-0.67820513,0.75469166,0
0.0227,0.0266,0.0468,0.0337,0.0841,0.1911,0.225,0.2302,0.2476,0.2591,0.1676,0.0858,-0.6620939,0.74460024,0
0.0227,0.0321,0.0461,0.0404,0.096,0.188,0.222,0.2575,0.2489,0.2591,0.1857,0.0996,-0.69631094,0.72876805,0
0.0227,0.033,0.0539,0.0471,0.096,0.188,0.222,0.2526,0.2489,0.2591,0.1857,0.0996,-0.6482871,0.6856857,0
0.0227,0.0317,0.0534,0.0472,0.096,0.188,0.222,0.2351,0.2489,0.2591,0.1857,0.0996,-0.6298094,0.66560394,0
0.0227,0.0297,0.0519,0.0485,0.096,0.188,0.222,0.2304,0.2489,0.2591,0.1857,0.0996,-0.63230604,0.65220505,0
0.0258,0.0324,0.0532,0.0447,0.0954,0.1841,0.2097,0.2563,0.2355,0.2288,0.184,0.0984,-0.6562197,0.70299006,0
0.0258,0.0457,0.0655,0.0642,0.0954,0.1841,0.2097,0.2568,0.2355,0.2288,0.184,0.0984,-0.5935464,0.6,0
0.0258,0.0509,0.067,0.0685,0.0964,0.1725,0.1971,0.1959,0.2207,0.2288,0.1804,0.1146,-0.49030048,0.48184568,0
0.0258,0.0509,0.067,0.0685,0.0964,0.1725,0.1971,0.1959,0.2207,0.2288,0.1804,0.1146,-0.49030048,0.48184568,0
0.0258,0.0393,0.0593,0.0569,0.0851,0.1575,0.1693,0.2107,0.1936,0.2288,0.1534,0.0872,-0.56074077,0.57473844,0
0.0258,0.0307,0.0495,0.0381,0.0851,0.1575,0.1693,0.2254,0.1936,0.2288,0.1534,0.0872,-0.63986903,0.71081597,0
0.025,0.0272,0.0491,0.0301,0.0702,0.1747,0.2055,0.2388,0.2311,0.1819,0.1402,0.0722,-0.6589093,0.77612495,0
0.025,0.0267,0.0455,0.0291,0.0702,0.1747,0.2055,0.2197,0.2311,0.1819,0.1402,0.0722,-0.65686274,0.76607716,0
0.025,0.0266,0.0423,0.03,0.0731,0.1632,0.1916,0.2133,0.2056,0.1819,0.1458,0.0762,-0.6690141,0.7533909,0
0.025,0.0238,0.0345,0.0263,0.0731,0.1632,0.1916,0.1658,0.2056,0.1819,0.1458,0.0762,-0.65551674,0.7261843,0
0.025,0.0204,0.0273,0.0271,0.0725,0.1076,0.1372,0.1208,0.1481,0.1819,0.1572,0.1009,-0.6313302,0.63353616,0
0.025,0.0303,0.049,0.0467,0.0725,0.1076,0.1372,0.1475,0.1481,0.1819,0.1572,0.1009,-0.50127226,0.5190525,0
0.0254,0.0303,0.049,0.0467,0.079,0.1084,0.1249,0.1475,0.1333,0.174,0.1864,0.1232,-0.50127226,0.5190525,0
0.0254,0.0304,0.043,0.0507,0.079,0.1084,0.1249,0.1201,0.1333,0.174,0.1864,0.1232,-0.47271612,0.40632316,0
0.0254,0.0333,0.0407,0.0465,0.08,0.1175,0.1365,0.1238,0.1514,0.174,0.1994,0.1286,-0.5051672,0.45390487,0
0.0254,0.0353,0.0498,0.0578,0.08,0.1175,0.1365,0.1466,0.1514,0.174,0.1994,0.1286,-0.49287167,0.43444225,0
0.0254,0.0328,0.048,0.0566,0.0822,0.1434,0.1599,0.1421,0.1917,0.174,0.1772,0.109,-0.49500266,0.43029696,0
0.0254,0.0324,0.0459,0.0418,0.0822,0.1434,0.1599,0.1478,0.1917,0.174,0.1772,0.109,-0.52607125,0.5590717,0
0.0255,0.0349,0.0455,0.0446,0.0822,0.1434,0.1599,0.1875,0.1917,0.199,0.1772,0.109,-0.60944206,0.6156829,0
0.0255,0.0362,0.0521,0.055,0.0822,0.1434,0.1599,0.1854,0.1917,0.199,0.1772,0.109,-0.56126314,0.54242927,0
0.0255,0.0357,0.0502,0.0491,0.0837,0.1416,0.1591,0.172,0.195,0.199,0.1898,0.1186,-0.54815483,0.55585706,0
0.0255,0.0357,0.0502,0.0491,0.0837,0.1416,0.1591,0.172,0.195,0.199,0.1898,0.1186,-0.54815483,0.55585706,0
0.0255,0.0314,0.046,0.0463,0.0861,0.1601,0.1769,0.183,0.2109,0.199,0.1817,0.1141,-0.59825325,0.5961622,0
0.0255,0.032,0.0484,0.0463,0.0861,0.1601,0.1769,0.1985,0.2109,0.199,0.1817,0.1141,-0.60793847,0.62173206,0
0.0248,0.0339,0.0585,0.0405,0.0852,0.1815,0.2056,0.2394,0.2329,0.2405,0.1502,0.0796,-0.60725075,0.7106109,0
0.0248,0.0288,0.0514,0.0328,0.0852,0.1815,0.2056,0.2511,0.2329,0.2405,0.1502,0.0796,-0.6601653,0.7689327,0
0.0248,0.0256,0.0407,0.0288,0.0748,0.1924,0.2104,0.2017,0.2337,0.2405,0.123,0.06,-0.6641914,0.7501085,0
0.0248,0.0171,0.032,0.0203,0.0748,0.1924,0.2104,0.1606,0.2337,0.2405,0.123,0.06,-0.66770506,0.77556664,0
0.0248,0.0229,0.0394,0.0258,0.0902,0.2089,0.2457,0.2364,0.2657,0.2405,0.1587,0.0822,-0.71428573,0.80320364,0
0.0248,0.0349,0.0592,0.0403,0.0902,0.2089,0.2457,0.2968,0.2657,0.2405,0.1587,0.0822,-0.66741574,0.7609018,0
0.0284,0.0415,0.0562,0.0619,0.0983,0.1826,0.2013,0.1866,0.2336,0.2328,0.1965,0.1216,-0.53706753,0.50181085,0
