Pixel-X	Pixel-Y	Longitude	Latitude	B1	B2	B3	B4	B5	B6	B7	B8	B8A	B9	B11	B12	PISI	NDVI	NDBI	NDWI
98.5	41.5	77.86878805113749	29.825188810230234	0.0878	0.0893	0.1032	0.1182	0.126	0.1381	0.14	0.1433	0.1514	0.1558	0.1719	0.1646	0.06597201	0.095984705	0.09073606	-0.16267745
99.5	41.5	77.86888029083227	29.825188810230234	0.0878	0.0893	0.1032	0.1182	0.126	0.1381	0.14	0.1433	0.1514	0.1558	0.1719	0.1646	0.06597201	0.095984705	0.09073606	-0.16267745
100.5	41.5	77.86897253052705	29.825188810230234	0.0883	0.1002	0.1064	0.126	0.1352	0.1456	0.1455	0.1586	0.1562	0.1569	0.1826	0.1719	0.066126734	0.11454673	0.070339985	-0.19698115
101.5	41.5	77.86906477022181	29.825188810230234	0.0883	0.0971	0.1132	0.12	0.1352	0.1456	0.1455	0.1449	0.1562	0.1569	0.1826	0.1719	0.07144417	0.093997724	0.11511454	-0.122820586
102.5	41.5	77.86915700991659	29.825188810230234	0.0883	0.0893	0.1046	0.1098	0.1275	0.141	0.1443	0.1356	0.1594	0.1569	0.188	0.1805	0.07038796	0.10513446	0.16192828	-0.12905914
103.5	41.5	77.86924924961137	29.825188810230234	0.0883	0.0802	0.106	0.1112	0.1275	0.141	0.1443	0.1351	0.1594	0.1569	0.188	0.1805	0.06321999	0.097036175	0.16372636	-0.120696835
104.5	41.5	77.86934148930615	29.825188810230234	0.0883	0.0874	0.1102	0.1226	0.1354	0.148	0.1537	0.1692	0.1574	0.1569	0.1831	0.1673	0.049561877	0.15969844	0.039455	-0.21116678
89.5	42.5	77.8679578938845	29.825096570535457	0.0879	0.096	0.1064	0.1096	0.1196	0.1329	0.1525	0.1406	0.1535	0.1703	0.1779	0.1572	0.0730091	0.12390087	0.11711148	-0.13846153
90.5	42.5	77.86805013357927	29.825096570535457	0.0879	0.096	0.1064	0.1096	0.1196	0.1329	0.1525	0.1406	0.1535	0.1703	0.1779	0.1572	0.0730091	0.12390087	0.11711148	-0.13846153
91.5	42.5	77.86814237327405	29.825096570535457	0.0879	0.103	0.1208	0.1218	0.1445	0.1457	0.1522	0.1484	0.1601	0.1703	0.1927	0.1836	0.0742702	0.09844559	0.12987396	-0.10252597
92.5	42.5	77.86823461296883	29.825096570535457	0.0879	0.1116	0.1328	0.14	0.1445	0.1457	0.1522	0.175	0.1601	0.1703	0.1927	0.1836	0.06606022	0.1111111	0.048137072	-0.13710201
93.5	42.5	77.8683268526636	29.825096570535457	0.0878	0.0865	0.11	0.1136	0.1372	0.1509	0.1554	0.1744	0.1712	0.1558	0.1999	0.1801	0.045842398	0.21111111	0.06812717	-0.22644164
94.5	42.5	77.86841909235838	29.825096570535457	0.0878	0.0987	0.1158	0.1192	0.1372	0.1509	0.1554	0.1629	0.1712	0.1558	0.1999	0.1801	0.06243189	0.15490961	0.10198457	-0.16899893
95.5	42.5	77.86851133205316	29.825096570535457	0.0878	0.0904	0.1096	0.1198	0.122	0.1268	0.1375	0.1632	0.1453	0.1558	0.1739	0.1546	0.05546048	0.15335691	0.031741288	-0.19648096
96.5	42.5	77.86860357174794	29.825096570535457	0.0878	0.0893	0.1005	0.1062	0.122	0.1268	0.1375	0.1462	0.1453	0.1558	0.1739	0.1546	0.06430886	0.1584786	0.08653543	-0.18524523
97.5	42.5	77.8686958114427	29.825096570535457	0.0878	0.0841	0.1138	0.1116	0.1275	0.1283	0.1373	0.1468	0.14	0.1558	0.1626	0.152	0.059704922	0.13622291	0.051066577	-0.12663086
98.5	42.5	77.86878805113749	29.825096570535457	0.0878	0.1156	0.119	0.1298	0.1275	0.1283	0.1373	0.1642	0.14	0.1558	0.1626	0.152	0.07553082	0.11700676	-0.0048959525	-0.15960449
99.5	42.5	77.86888029083227	29.825096570535457	0.0878	0.1156	0.119	0.1298	0.1275	0.1283	0.1373	0.1642	0.14	0.1558	0.1626	0.152	0.07553082	0.11700676	-0.0048959525	-0.15960449
100.5	42.5	77.86897253052705	29.825096570535457	0.0883	0.0929	0.1082	0.116	0.1267	0.1363	0.1334	0.1428	0.1437	0.1569	0.1701	0.1581	0.06920788	0.1035549	0.08724832	-0.13784862
101.5	42.5	77.86906477022181	29.825096570535457	0.0883	0.0898	0.106	0.1124	0.1267	0.1363	0.1334	0.136	0.1437	0.1569	0.1701	0.1581	0.07056816	0.09500807	0.11140148	-0.12396698
